Order_ID,Order_date,Customer_ID,Cuisine,Restaurant_ID,Rating,,,
00039,1/4/2020,C000783,Indian,RT12,2.3,,,
00040,1/4/2020,C000610,Thai,RT04,1.5,,,
00041,1/4/2020,C000493,American (BBQ),RT09,2.9,,,
00042,1/4/2020,C000432,Seafood,RT15,4.5,,,
00043,1/4/2020,C000653,Seafood,RT15,3.1,,,
00044,1/4/2020,C000413,Italian,RT06,1.5,,,
00045,1/4/2020,C000691,Seafood,RT15,4.6,,,
00046,1/4/2020,C000023,Mediterranean,RT03,2.1,,,
00047,1/4/2020,C000423,Mexican,RT07,2,,,
00048,1/4/2020,C000074,Seafood,RT15,1.6,,,
00049,1/4/2020,C001056,Mexican,RT07,1.8,,,
00050,1/4/2020,C000201,Seafood,RT15,2.7,,,
00051,1/4/2020,C001071,American (BBQ),RT05,3.7,,,
00052,1/4/2020,C000023,Mediterranean,RT03,1.9,,,
00053,1/4/2020,C000705,American (BBQ),RT05,3.5,,,
00054,1/5/2020,C000469,American (BBQ),RT05,1.9,,,
00055,1/5/2020,C000401,Chinese,RT13,4.4,,,
00056,1/5/2020,C000174,Mediterranean,RT03,3,,,
00057,1/5/2020,C000548,Italian,RT06,3.4,,,
00058,1/5/2020,C000183,Thai,RT04,2.9,,,
00059,1/5/2020,C000291,Mexican,RT07,2.3,,,
00060,1/5/2020,C000959,Italian,RT10,2,,,
00061,1/5/2020,C000100,Mexican,RT07,2.1,,,
00062,1/5/2020,C000136,American (BBQ),RT05,4,,,
00063,1/5/2020,C000503,Indian,RT01,3.9,,,
00064,1/5/2020,C001116,Thai,RT04,2.7,,,
00065,1/5/2020,C000459,Chinese,RT13,2.7,,,
00066,1/5/2020,C001125,Mediterranean,RT08,4.7,,,
00067,1/5/2020,C000290,Indian,RT01,1.3,,,
00068,1/5/2020,C000245,Mexican,RT07,1.7,,,
00069,1/5/2020,C000327,Indian,RT01,5,,,
00070,1/5/2020,C000141,Chinese,RT13,3.7,,,
00071,1/5/2020,C000490,Italian,RT10,4.3,,,
00072,1/6/2020,C000757,Mediterranean,RT08,1.5,,,
00073,1/6/2020,C000238,Italian,RT10,1.2,,,
00074,1/6/2020,C000574,Indian,RT14,2.2,,,
00075,1/6/2020,C000664,Mexican,RT07,1.4,,,
00076,1/6/2020,C000684,Mexican,RT07,2.4,,,
00077,1/6/2020,C000639,Indian,RT11,3,,,
00078,1/6/2020,C000034,Mediterranean,RT03,3.3,,,
00079,1/6/2020,C000648,Chinese,RT13,3.2,,,
00080,1/6/2020,C000252,Italian,RT10,2.1,,,
00081,1/6/2020,C000241,Mexican,RT07,2.9,,,
00082,1/6/2020,C000824,Italian,RT10,5,,,
00083,1/6/2020,C000980,Thai,RT04,1.6,,,
00084,1/6/2020,C000574,Chinese,RT13,4,,,
00085,1/6/2020,C001042,Thai,RT04,3.3,,,
00086,1/6/2020,C001164,Seafood,RT15,1,,,
00087,1/6/2020,C000045,Mexican,RT07,2.8,,,
00088,1/6/2020,C000438,Mediterranean,RT03,3.9,,,
00089,1/7/2020,C001102,American (BBQ),RT09,2,,,
00090,1/7/2020,C000350,Seafood,RT15,3.8,,,
00091,1/7/2020,C000190,Seafood,RT15,4,,,
00092,1/7/2020,C000164,Seafood,RT15,2,,,
00093,1/7/2020,C001069,Thai,RT04,3.3,,,
00094,1/7/2020,C001066,Thai,RT04,4.3,,,
00095,1/7/2020,C000956,Mediterranean,RT03,2.2,,,
00096,1/7/2020,C001030,Seafood,RT15,1.6,,,
00097,1/7/2020,C000325,Seafood,RT15,1.3,,,
00098,1/7/2020,C000766,Mediterranean,RT08,4,,,
00099,1/7/2020,C000495,Seafood,RT15,1,,,
00100,1/7/2020,C000221,Mediterranean,RT03,3.1,,,
00101,1/7/2020,C000834,Italian,RT10,4.9,,,
00102,1/7/2020,C000459,American (BBQ),RT09,2.5,,,
00103,1/7/2020,C000890,Seafood,RT15,2.4,,,
00104,1/7/2020,C000681,Italian,RT06,3.6,,,
00105,1/7/2020,C000865,American (BBQ),RT09,2.1,,,
00106,1/7/2020,C000554,Thai,RT04,1.7,,,
00107,1/8/2020,C001137,American (BBQ),RT05,1.3,,,
00108,1/8/2020,C000592,Chinese,RT02,3.3,,,
00109,1/8/2020,C000342,Italian,RT06,2.7,,,
00110,1/8/2020,C000484,Seafood,RT15,1.2,,,
00111,1/8/2020,C001095,Indian,RT01,3.7,,,
00112,1/8/2020,C000799,Seafood,RT15,4.9,,,
00113,1/8/2020,C000365,Italian,RT10,4.9,,,
00114,1/8/2020,C000786,Mediterranean,RT08,1.9,,,
00115,1/8/2020,C000237,Thai,RT04,2.1,,,
00116,1/8/2020,C000223,Indian,RT12,3.3,,,
00117,1/8/2020,C000461,Thai,RT04,1.9,,,
00118,1/8/2020,C000098,Chinese,RT02,2.9,,,
00119,1/8/2020,C000374,Chinese,RT13,1.4,,,
00120,1/8/2020,C001028,American (BBQ),RT05,2.1,,,
00121,1/8/2020,C000280,Indian,RT01,2.4,,,
00122,1/8/2020,C000769,Thai,RT04,3.2,,,
00123,1/8/2020,C000537,Mediterranean,RT03,2.3,,,
00124,1/8/2020,C000806,Seafood,RT15,3.2,,,
00125,1/9/2020,C000424,Mexican,RT07,2,,,
00126,1/9/2020,C000457,American (BBQ),RT09,2.4,,,
00127,1/9/2020,C000236,Mexican,RT07,3,,,
00128,1/9/2020,C000425,Seafood,RT15,5,,,
00129,1/9/2020,C000438,American (BBQ),RT09,1.5,,,
00130,1/9/2020,C000641,Chinese,RT02,4.7,,,
00131,1/9/2020,C000802,Indian,RT12,3,,,
00132,1/9/2020,C000453,Mediterranean,RT08,1.5,,,
00133,1/9/2020,C000153,Seafood,RT15,3.8,,,
00134,1/9/2020,C000098,Indian,RT14,4.1,,,
00135,1/9/2020,C000599,American (BBQ),RT05,4.1,,,
00136,1/9/2020,C000394,Mexican,RT07,4.4,,,
00137,1/9/2020,C000016,Mediterranean,RT03,3.7,,,
00138,1/9/2020,C000113,Seafood,RT15,1.1,,,
00139,1/9/2020,C001143,Italian,RT10,3.4,,,
00140,1/9/2020,C000016,Italian,RT06,1.1,,,
00141,1/9/2020,C000825,American (BBQ),RT09,1.1,,,
00142,1/10/2020,C001060,Mediterranean,RT08,3.4,,,
00143,1/10/2020,C000447,Thai,RT04,2.4,,,
00144,1/10/2020,C000004,American (BBQ),RT05,3.5,,,
00145,1/10/2020,C001076,American (BBQ),RT09,3.8,,,
00146,1/10/2020,C001161,Seafood,RT15,3.8,,,
00147,1/10/2020,C000186,Indian,RT14,4.2,,,
00148,1/10/2020,C000683,Chinese,RT13,5,,,
00149,1/10/2020,C000210,Italian,RT06,4.7,,,
00150,1/10/2020,C001037,Mexican,RT07,3.1,,,
00151,1/10/2020,C000938,American (BBQ),RT05,2.3,,,
00152,1/10/2020,C000321,Thai,RT04,4,,,
00153,1/10/2020,C000913,Mediterranean,RT08,4.8,,,
00154,1/10/2020,C000707,American (BBQ),RT05,1.8,,,
00155,1/10/2020,C001095,Mediterranean,RT03,4,,,
00156,1/10/2020,C000400,American (BBQ),RT05,2.8,,,
00157,1/10/2020,C000080,American (BBQ),RT09,2.6,,,
00158,1/10/2020,C000437,Chinese,RT02,2.8,,,
00159,1/10/2020,C001108,American (BBQ),RT05,3.3,,,
00160,1/11/2020,C000709,Thai,RT04,4.2,,,
00161,1/11/2020,C000191,Thai,RT04,4.2,,,
00162,1/11/2020,C001002,Chinese,RT02,1.1,,,
00163,1/11/2020,C000125,Mexican,RT07,1,,,
00164,1/11/2020,C000431,Thai,RT04,4.4,,,
00165,1/11/2020,C000260,Mediterranean,RT03,3.9,,,
00166,1/11/2020,C000653,Mexican,RT07,4.9,,,
00167,1/11/2020,C000781,Indian,RT01,1.3,,,
00168,1/11/2020,C000084,Thai,RT04,3.2,,,
00169,1/11/2020,C000806,Italian,RT06,4.8,,,
00170,1/11/2020,C000536,Chinese,RT02,3.2,,,
00171,1/11/2020,C000546,Italian,RT10,3.6,,,
00172,1/11/2020,C000375,Indian,RT12,2.1,,,
00173,1/11/2020,C000252,Mediterranean,RT03,4.7,,,
00174,1/11/2020,C000909,Chinese,RT13,2.5,,,
00175,1/11/2020,C001101,Mexican,RT07,3.8,,,
00176,1/11/2020,C000445,Mediterranean,RT03,2.6,,,
00177,1/12/2020,C000296,Thai,RT04,1.8,,,
00178,1/12/2020,C000514,Seafood,RT15,4.1,,,
00179,1/12/2020,C000805,American (BBQ),RT09,1,,,
00180,1/12/2020,C000926,Italian,RT06,1.4,,,
00181,1/12/2020,C000366,Mexican,RT07,3.7,,,
00182,1/12/2020,C000863,Indian,RT12,5,,,
00183,1/12/2020,C000351,Mediterranean,RT08,5,,,
00184,1/12/2020,C000098,Indian,RT11,4.9,,,
00185,1/12/2020,C000371,Mediterranean,RT08,1.7,,,
00186,1/12/2020,C001019,Seafood,RT15,1.9,,,
00187,1/12/2020,C000123,Chinese,RT02,3.5,,,
00188,1/12/2020,C000392,Mexican,RT07,4.8,,,
00189,1/12/2020,C000364,Thai,RT04,3.8,,,
00190,1/12/2020,C000932,American (BBQ),RT05,2.1,,,
00191,1/12/2020,C000192,American (BBQ),RT09,2.9,,,
00192,1/12/2020,C000459,Mexican,RT07,3,,,
00193,1/12/2020,C000833,Italian,RT10,3.1,,,
00194,1/12/2020,C000026,Seafood,RT15,1.8,,,
00195,1/13/2020,C000336,Seafood,RT15,2.8,,,
00196,1/13/2020,C000864,Indian,RT12,3.1,,,
00197,1/13/2020,C001033,Mediterranean,RT08,4,,,
00198,1/13/2020,C000980,Italian,RT06,4.6,,,
00199,1/13/2020,C001075,Chinese,RT02,3.2,,,
00200,1/13/2020,C000414,Indian,RT01,4.2,,,
00201,1/13/2020,C000766,Chinese,RT13,3.4,,,
00202,1/13/2020,C000687,Seafood,RT15,1.4,,,
00203,1/13/2020,C001098,Seafood,RT15,3.1,,,
00204,1/13/2020,C000629,American (BBQ),RT05,1.5,,,
00205,1/13/2020,C001093,Mexican,RT07,4,,,
00206,1/13/2020,C000267,Mexican,RT07,3.4,,,
00207,1/13/2020,C000416,Indian,RT01,3.5,,,
00208,1/13/2020,C000061,Mexican,RT07,1.4,,,
00209,1/13/2020,C000586,Mexican,RT07,1.5,,,
00210,1/13/2020,C000672,Indian,RT11,4.8,,,
00211,1/13/2020,C000577,Italian,RT06,3.4,,,
00212,1/13/2020,C000831,Mexican,RT07,1.6,,,
00213,1/14/2020,C001009,Mediterranean,RT08,3.2,,,
00214,1/14/2020,C000543,Thai,RT04,4.1,,,
00215,1/14/2020,C000820,Mediterranean,RT03,4.2,,,
00216,1/14/2020,C001142,Indian,RT14,1.8,,,
00217,1/14/2020,C000798,Indian,RT12,4.8,,,
00218,1/14/2020,C000192,Mediterranean,RT03,1.4,,,
00219,1/14/2020,C000583,Indian,RT11,1.1,,,
00220,1/14/2020,C000652,Italian,RT06,3.5,,,
00221,1/14/2020,C000763,Thai,RT04,4.6,,,
00222,1/14/2020,C000926,Italian,RT10,2.8,,,
00223,1/14/2020,C000711,Seafood,RT15,4.3,,,
00224,1/14/2020,C000854,Mexican,RT07,2.5,,,
00225,1/14/2020,C000457,Thai,RT04,3,,,
00226,1/14/2020,C000324,Mediterranean,RT08,4.5,,,
00227,1/14/2020,C000775,Chinese,RT02,3.4,,,
00228,1/14/2020,C000291,Indian,RT14,5,,,
00229,1/14/2020,C000889,Italian,RT06,4.5,,,
00230,1/15/2020,C001053,Indian,RT12,3.7,,,
00231,1/15/2020,C000440,Chinese,RT13,1.2,,,
00232,1/15/2020,C000454,Mediterranean,RT08,3.4,,,
00233,1/15/2020,C000795,Chinese,RT13,2.8,,,
00234,1/15/2020,C001119,Mexican,RT07,3.1,,,
00235,1/15/2020,C000093,Thai,RT04,4.4,,,
00236,1/15/2020,C000588,American (BBQ),RT05,4.8,,,
00237,1/15/2020,C000850,Thai,RT04,4.2,,,
00238,1/15/2020,C000044,Italian,RT06,4.1,,,
00239,1/15/2020,C000338,Thai,RT04,2,,,
00240,1/15/2020,C000597,Mexican,RT07,2.3,,,
00241,1/15/2020,C000387,Italian,RT06,2.5,,,
00242,1/15/2020,C000365,Thai,RT04,2.9,,,
00243,1/15/2020,C000999,Chinese,RT13,2.2,,,
00244,1/15/2020,C000214,Thai,RT04,3,,,
00245,1/15/2020,C000071,Chinese,RT13,4.4,,,
00246,1/15/2020,C000366,Seafood,RT15,3.2,,,
00247,1/15/2020,C000957,Thai,RT04,4.5,,,
00248,1/16/2020,C001166,Seafood,RT15,4.8,,,
00249,1/16/2020,C000701,Mediterranean,RT08,4,,,
00250,1/16/2020,C000539,American (BBQ),RT09,1,,,
00251,1/16/2020,C000124,Chinese,RT02,4.6,,,
00252,1/16/2020,C001128,Italian,RT06,2.2,,,
00253,1/16/2020,C001061,Chinese,RT02,3.1,,,
00254,1/16/2020,C000719,Mediterranean,RT03,3.3,,,
00255,1/16/2020,C000356,Mexican,RT07,3.7,,,
00256,1/16/2020,C000018,Thai,RT04,2.2,,,
00257,1/16/2020,C000239,Mediterranean,RT08,3,,,
00258,1/16/2020,C000178,American (BBQ),RT09,4.8,,,
00259,1/16/2020,C000453,Chinese,RT02,2.5,,,
00260,1/16/2020,C000237,Chinese,RT13,4.9,,,
00261,1/16/2020,C000142,Chinese,RT02,1.9,,,
00262,1/16/2020,C000279,American (BBQ),RT09,2.4,,,
00263,1/16/2020,C000506,Indian,RT12,2.2,,,
00264,1/16/2020,C000252,Indian,RT12,2.1,,,
00265,1/17/2020,C000317,Mexican,RT07,4.4,,,
00266,1/17/2020,C000972,Indian,RT01,2.1,,,
00267,1/17/2020,C000429,Mediterranean,RT03,1,,,
00268,1/17/2020,C000793,Italian,RT06,1.3,,,
00269,1/17/2020,C000578,Thai,RT04,3.6,,,
00270,1/17/2020,C000688,Chinese,RT13,4.9,,,
00271,1/17/2020,C000031,Mediterranean,RT03,2.1,,,
00272,1/17/2020,C000602,Thai,RT04,2.7,,,
00273,1/17/2020,C000230,Chinese,RT13,1.5,,,
00274,1/17/2020,C000777,Mediterranean,RT03,4.7,,,
00275,1/17/2020,C000073,American (BBQ),RT09,3,,,
00276,1/17/2020,C000717,Thai,RT04,3.2,,,
00277,1/17/2020,C000880,Seafood,RT15,3.4,,,
00278,1/17/2020,C000111,Indian,RT11,4.3,,,
00279,1/17/2020,C000020,Indian,RT11,1,,,
00280,1/17/2020,C000009,Mediterranean,RT08,3.7,,,
00281,1/17/2020,C000552,Seafood,RT15,2.7,,,
00282,1/17/2020,C000240,Thai,RT04,4.3,,,
00283,1/18/2020,C000694,Italian,RT06,3.1,,,
00284,1/18/2020,C000573,Mediterranean,RT03,4.7,,,
00285,1/18/2020,C001131,Mexican,RT07,4,,,
00286,1/18/2020,C000570,Italian,RT10,2.2,,,
00287,1/18/2020,C000286,Mediterranean,RT03,2.6,,,
00288,1/18/2020,C000374,Mexican,RT07,3.5,,,
00289,1/18/2020,C000013,Indian,RT01,3.9,,,
00290,1/18/2020,C001037,American (BBQ),RT09,2.9,,,
00291,1/18/2020,C000368,Mediterranean,RT03,1,,,
00292,1/18/2020,C000873,Indian,RT01,1.8,,,
00293,1/18/2020,C000457,Mediterranean,RT03,2.9,,,
00294,1/18/2020,C000899,Italian,RT06,2.5,,,
00295,1/18/2020,C000236,Indian,RT01,4.3,,,
00296,1/18/2020,C000055,American (BBQ),RT05,4.4,,,
00297,1/18/2020,C000286,Thai,RT04,3.3,,,
00298,1/18/2020,C000314,American (BBQ),RT09,1.6,,,
00299,1/18/2020,C000500,Italian,RT06,4.5,,,
00300,1/19/2020,C000787,Italian,RT10,2.9,,,
00301,1/19/2020,C001131,Thai,RT04,4.9,,,
00302,1/19/2020,C000321,Mexican,RT07,2.7,,,
00303,1/19/2020,C000264,Italian,RT10,4.7,,,
00304,1/19/2020,C000937,Italian,RT10,2.2,,,
00305,1/19/2020,C000146,Indian,RT11,4.5,,,
00306,1/19/2020,C000504,Italian,RT10,1.1,,,
00307,1/19/2020,C000455,Indian,RT14,1.1,,,
00308,1/19/2020,C000616,Mexican,RT07,1.6,,,
00309,1/19/2020,C000554,Thai,RT04,1.5,,,
00310,1/19/2020,C000197,Indian,RT01,2.7,,,
00311,1/19/2020,C001091,Seafood,RT15,2.4,,,
00312,1/19/2020,C000362,Chinese,RT13,1.7,,,
00313,1/19/2020,C000409,Italian,RT06,2.2,,,
00314,1/19/2020,C000200,American (BBQ),RT09,4.3,,,
00315,1/19/2020,C001092,Thai,RT04,3.9,,,
00316,1/19/2020,C001099,Mexican,RT07,3.3,,,
00317,1/19/2020,C000851,Mediterranean,RT08,2.8,,,
00318,1/20/2020,C000190,American (BBQ),RT09,4.9,,,
00319,1/20/2020,C001045,Seafood,RT15,4,,,
00320,1/20/2020,C000573,Thai,RT04,2,,,
00321,1/20/2020,C000029,Indian,RT01,1.3,,,
00322,1/20/2020,C000420,Chinese,RT02,3.1,,,
00323,1/20/2020,C001003,Mediterranean,RT03,3.8,,,
00324,1/20/2020,C000280,Seafood,RT15,2.6,,,
00325,1/20/2020,C000749,Indian,RT01,4.8,,,
00326,1/20/2020,C000386,Chinese,RT02,3.7,,,
00327,1/20/2020,C000746,American (BBQ),RT09,1.8,,,
00328,1/20/2020,C000376,Mexican,RT07,2.5,,,
00329,1/20/2020,C000285,Chinese,RT13,2.9,,,
00330,1/20/2020,C000630,Italian,RT06,2.5,,,
00331,1/20/2020,C000465,Mexican,RT07,2.9,,,
00332,1/20/2020,C000022,Mexican,RT07,4.7,,,
00333,1/20/2020,C000425,Indian,RT11,4.5,,,
00334,1/20/2020,C000971,American (BBQ),RT05,2.8,,,
00335,1/20/2020,C000690,Mexican,RT07,2.4,,,
00336,1/21/2020,C000229,Seafood,RT15,5,,,
00337,1/21/2020,C000153,Indian,RT14,4.4,,,
00338,1/21/2020,C000855,Thai,RT04,3.5,,,
00339,1/21/2020,C000764,Indian,RT01,3.4,,,
00340,1/21/2020,C000074,American (BBQ),RT05,3.5,,,
00341,1/21/2020,C001056,Seafood,RT15,4.8,,,
00342,1/21/2020,C000909,Indian,RT11,3,,,
00343,1/21/2020,C000496,Mexican,RT07,4.4,,,
00344,1/21/2020,C000344,Indian,RT14,4.8,,,
00345,1/21/2020,C000561,Seafood,RT15,2.5,,,
00346,1/21/2020,C000084,Mexican,RT07,1.3,,,
00347,1/21/2020,C001118,Seafood,RT15,1.5,,,
00348,1/21/2020,C000506,Italian,RT06,2.5,,,
00349,1/21/2020,C000496,Mexican,RT07,3.6,,,
00350,1/21/2020,C000243,Seafood,RT15,2.6,,,
00351,1/21/2020,C000516,American (BBQ),RT05,2.5,,,
00352,1/21/2020,C000505,American (BBQ),RT09,3.7,,,
00353,1/22/2020,C000465,Mexican,RT07,2.6,,,
00354,1/22/2020,C001053,Thai,RT04,3.9,,,
00355,1/22/2020,C000338,American (BBQ),RT05,2.6,,,
00356,1/22/2020,C001102,Seafood,RT15,5,,,
00357,1/22/2020,C000772,Thai,RT04,2.2,,,
00358,1/22/2020,C000070,American (BBQ),RT05,1.1,,,
00359,1/22/2020,C000397,American (BBQ),RT05,2.8,,,
00360,1/22/2020,C000938,Mexican,RT07,4.3,,,
00361,1/22/2020,C000471,Italian,RT06,3.3,,,
00362,1/22/2020,C001177,Thai,RT04,3.5,,,
00363,1/22/2020,C000373,Mediterranean,RT08,3.2,,,
00364,1/22/2020,C000319,Chinese,RT02,5,,,
00365,1/22/2020,C000870,Thai,RT04,2.9,,,
00366,1/22/2020,C000850,Indian,RT01,3.9,,,
00367,1/22/2020,C000592,Mediterranean,RT03,4.7,,,
00368,1/22/2020,C000202,Italian,RT10,1.2,,,
00369,1/22/2020,C000697,Indian,RT12,2.9,,,
00370,1/22/2020,C000699,Italian,RT10,3.9,,,
00371,1/23/2020,C000241,Thai,RT04,4.8,,,
00372,1/23/2020,C000134,Indian,RT11,1.3,,,
00373,1/23/2020,C000858,Seafood,RT15,4.8,,,
00374,1/23/2020,C000026,Chinese,RT13,2.7,,,
00375,1/23/2020,C000104,Thai,RT04,4.2,,,
00376,1/23/2020,C000738,Mexican,RT07,2.1,,,
00377,1/23/2020,C001100,Indian,RT12,3.9,,,
00378,1/23/2020,C000114,Italian,RT10,4,,,
00379,1/23/2020,C000870,Seafood,RT15,2.7,,,
00380,1/23/2020,C001147,Seafood,RT15,3,,,
00381,1/23/2020,C000450,Mediterranean,RT03,2.7,,,
00382,1/23/2020,C000135,Thai,RT04,3.9,,,
00383,1/23/2020,C001112,Seafood,RT15,1.3,,,
00384,1/23/2020,C000344,Italian,RT10,3.8,,,
00385,1/23/2020,C000774,Thai,RT04,3.3,,,
00386,1/23/2020,C000297,Mediterranean,RT08,3.8,,,
00387,1/23/2020,C001109,Chinese,RT02,2.6,,,
00388,1/24/2020,C000812,Mediterranean,RT03,3.7,,,
00389,1/24/2020,C000655,Mediterranean,RT03,3.2,,,
00390,1/24/2020,C000702,Seafood,RT15,1.4,,,
00391,1/24/2020,C000565,Mexican,RT07,1.4,,,
00392,1/24/2020,C000041,Thai,RT04,4.8,,,
00393,1/24/2020,C000825,Mediterranean,RT03,1.7,,,
00394,1/24/2020,C000433,Seafood,RT15,2,,,
00395,1/24/2020,C000608,Thai,RT04,3.5,,,
00396,1/24/2020,C000839,American (BBQ),RT09,1.4,,,
00397,1/24/2020,C000578,Mexican,RT07,3.7,,,
00398,1/24/2020,C000568,American (BBQ),RT05,4.9,,,
00399,1/24/2020,C000729,American (BBQ),RT09,3,,,
00400,1/24/2020,C001027,Chinese,RT02,3.8,,,
00401,1/24/2020,C000181,Thai,RT04,3.1,,,
00402,1/24/2020,C000278,Mediterranean,RT08,2.8,,,
00403,1/24/2020,C000117,Chinese,RT13,1.5,,,
00404,1/24/2020,C000700,Indian,RT11,4.3,,,
00405,1/24/2020,C001077,Seafood,RT15,3.2,,,
00406,1/25/2020,C000471,Mexican,RT07,2.2,,,
00407,1/25/2020,C000870,Indian,RT11,4.9,,,
00408,1/25/2020,C000376,American (BBQ),RT09,3.1,,,
00409,1/25/2020,C000157,American (BBQ),RT05,1.3,,,
00410,1/25/2020,C000025,Mexican,RT07,2.7,,,
00411,1/25/2020,C000530,Mediterranean,RT08,4.9,,,
00412,1/25/2020,C000682,Italian,RT06,1.7,,,
00413,1/25/2020,C000956,Indian,RT11,4.2,,,
00414,1/25/2020,C000250,Mexican,RT07,4.6,,,
00415,1/25/2020,C001137,Mediterranean,RT03,4.9,,,
00416,1/25/2020,C000367,Mexican,RT07,1.6,,,
00417,1/25/2020,C001048,American (BBQ),RT05,2.9,,,
00418,1/25/2020,C001083,Italian,RT06,4.5,,,
00419,1/25/2020,C000018,Chinese,RT13,4.9,,,
00420,1/25/2020,C001165,American (BBQ),RT09,1.5,,,
00421,1/25/2020,C000111,Thai,RT04,4.9,,,
00422,1/25/2020,C001086,Chinese,RT02,3.3,,,
00423,1/25/2020,C001019,Mexican,RT07,2.3,,,
00424,1/26/2020,C000113,Mexican,RT07,3.7,,,
00425,1/26/2020,C000328,Mediterranean,RT08,5,,,
00426,1/26/2020,C000278,Seafood,RT15,3.9,,,
00427,1/26/2020,C000557,Italian,RT10,2.4,,,
00428,1/26/2020,C000641,Thai,RT04,5,,,
00429,1/26/2020,C000909,Indian,RT14,4.6,,,
00430,1/26/2020,C000416,Indian,RT14,4.3,,,
00431,1/26/2020,C001066,Seafood,RT15,4.1,,,
00432,1/26/2020,C000574,Italian,RT06,1.2,,,
00433,1/26/2020,C000128,Seafood,RT15,3.8,,,
00434,1/26/2020,C000066,Seafood,RT15,2,,,
00435,1/26/2020,C000021,Thai,RT04,4.6,,,
00436,1/26/2020,C000174,Seafood,RT15,4.8,,,
00437,1/26/2020,C000463,Italian,RT10,2.1,,,
00438,1/26/2020,C000944,American (BBQ),RT09,1.4,,,
00439,1/26/2020,C000415,Mexican,RT07,2.4,,,
00440,1/26/2020,C000413,Mediterranean,RT03,1.9,,,
00441,1/27/2020,C000855,Mexican,RT07,2.6,,,
00442,1/27/2020,C000940,American (BBQ),RT05,2.1,,,
00443,1/27/2020,C000279,Chinese,RT13,3.1,,,
00444,1/27/2020,C001016,Chinese,RT02,4.5,,,
00445,1/27/2020,C001119,Chinese,RT02,1.7,,,
00446,1/27/2020,C000256,American (BBQ),RT05,4.4,,,
00447,1/27/2020,C001151,Italian,RT10,3.7,,,
00448,1/27/2020,C000441,Mexican,RT07,2.6,,,
00449,1/27/2020,C000195,Chinese,RT13,3,,,
00450,1/27/2020,C000609,Indian,RT14,4.3,,,
00451,1/27/2020,C000847,American (BBQ),RT05,2.5,,,
00452,1/27/2020,C000415,Seafood,RT15,3.3,,,
00453,1/27/2020,C000459,Chinese,RT13,3.1,,,
00454,1/27/2020,C001141,Thai,RT04,3.2,,,
00455,1/27/2020,C000076,Mexican,RT07,3.9,,,
00456,1/27/2020,C000105,Thai,RT04,1.3,,,
00457,1/27/2020,C000773,Seafood,RT15,4.3,,,
00458,1/27/2020,C000670,Seafood,RT15,2.1,,,
00459,1/28/2020,C000572,American (BBQ),RT09,3.3,,,
00460,1/28/2020,C000907,American (BBQ),RT05,4.1,,,
00461,1/28/2020,C000767,Indian,RT14,4.1,,,
00462,1/28/2020,C000963,American (BBQ),RT09,3.7,,,
00463,1/28/2020,C001057,Thai,RT04,2.2,,,
00464,1/28/2020,C000045,Mediterranean,RT03,1.6,,,
00465,1/28/2020,C000736,American (BBQ),RT05,1.5,,,
